,id_venta,id_producto,producto,precio_unit,cantidad,fecha_venta,categoria,rango
1511,489,0,Lámpara de mesa,111.2,10,2024-06-26,Decoración,
1512,677,0,Elementos de cerámica,93.29,9,2024-06-26,Decoración,
1513,815,0,Alfombra,124.88,7,2024-06-26,Decoración,
1514,1335,0,Lavadora,36.86,6,2024-06-26,Electrodomésticos,
1515,1712,0,Microondas,55.83,2,2024-06-26,Electrodomésticos,
1516,1931,0,Freidora eléctrica,82.9,5,2024-06-26,Electrodomésticos,
1517,2499,0,Proyector,66.51,1,2024-06-26,Electrónica,
1518,2700,0,Consola de videojuegos,39.68,12,2024-06-26,Electrónica,
1519,146,0,Cortinas,68.55,9,2024-06-27,Decoración,
1520,283,0,Espejo decorativo,89.21,2,2024-06-27,Decoración,
1521,711,0,Lámpara de mesa,66.24,1,2024-06-27,Decoración,
1522,831,0,Lámpara de mesa,70.23,12,2024-06-27,Decoración,
1523,1083,0,Microondas,26.82,3,2024-06-27,Electrodomésticos,
1524,1549,0,Batidora,106.44,6,2024-06-27,Electrodomésticos,
1525,2884,0,Tablet,94.72,4,2024-06-27,Electrónica,
1526,71,0,Lámpara de mesa,97.07,2,2024-06-28,Decoración,
1527,916,0,Cortinas,50.83,1,2024-06-28,Decoración,
1528,1448,0,Cafetera,44.0,4,2024-06-28,Electrodomésticos,
1529,1668,0,Cafetera,111.39,12,2024-06-28,Electrodomésticos,
1530,2730,0,Consola de videojuegos,87.79,2,2024-06-28,Electrónica,
1531,2743,0,Smartphone,91.42,9,2024-06-28,Electrónica,
1532,2836,0,Laptop,64.0,10,2024-06-28,Electrónica,
1533,2919,0,Proyector,46.95,6,2024-06-28,Electrónica,
1534,10,101,Adorno de pared-R1,44.65,10,2024-06-29,Decoración,R1
1535,125,0,Alfombra,92.8,2,2024-06-29,Decoración,
1536,502,0,Cuadro decorativo,120.85,10,2024-06-29,Decoración,
1537,1390,0,Plancha de vapor,45.61,8,2024-06-29,Electrodomésticos,
1538,1826,0,Secadora,109.43,9,2024-06-29,Electrodomésticos,
1539,2008,0,SmartWatch,34.81,9,2024-06-29,Electrónica,
1540,2024,0,Tablet,61.79,6,2024-06-29,Electrónica,
1541,2259,0,Proyector,35.94,2,2024-06-29,Electrónica,
1542,2747,0,Cámara digital,106.28,7,2024-06-29,Electrónica,
1543,2932,0,Televisor,66.39,5,2024-06-29,Electrónica,
1544,411,0,Lámpara de mesa,52.72,4,2024-06-30,Decoración,
1545,846,0,Cortinas,123.89,8,2024-06-30,Decoración,
1546,994,0,Jarrón decorativo,93.88,4,2024-06-30,Decoración,
1547,1107,0,Horno eléctrico,62.25,3,2024-06-30,Electrodomésticos,
1548,1927,0,Horno eléctrico,70.29,12,2024-06-30,Electrodomésticos,
1549,2006,0,Laptop,86.67,3,2024-06-30,Electrónica,
1550,2741,0,Parlantes Bluetooth,112.71,6,2024-06-30,Electrónica,
1551,2771,0,Parlantes Bluetooth,117.61,2,2024-06-30,Electrónica,
1552,363,0,Espejo decorativo,119.02,1,2024-07-01,Decoración,
1553,585,0,Alfombra,72.74,3,2024-07-01,Decoración,
1554,2394,0,Tablet,74.88,11,2024-07-01,Electrónica,
1555,2525,0,Auriculares,78.62,11,2024-07-01,Electrónica,
1556,2744,0,Auriculares,70.61,1,2024-07-01,Electrónica,
1557,2787,0,Cámara digital,79.77,2,2024-07-01,Electrónica,
1558,443,0,Espejo decorativo,65.59,1,2024-07-02,Decoración,
1559,735,0,Alfombra,47.63,5,2024-07-02,Decoración,
1560,795,0,Alfombra,124.05,10,2024-07-02,Decoración,
1561,1011,0,Freidora eléctrica,79.07,7,2024-07-02,Electrodomésticos,
1562,1296,0,Secadora,65.21,10,2024-07-02,Electrodomésticos,
1563,1799,0,Batidora,29.22,2,2024-07-02,Electrodomésticos,
1564,1998,0,Cafetera,101.11,7,2024-07-02,Electrodomésticos,
1565,2343,0,Smartphone,68.49,11,2024-07-02,Electrónica,
1566,2358,0,SmartWatch,118.54,3,2024-07-02,Electrónica,
1567,2906,0,Laptop,99.78,12,2024-07-02,Electrónica,
1568,2968,0,SmartWatch,92.79,1,2024-07-02,Electrónica,
1569,352,0,Cuadro decorativo,85.72,5,2024-07-03,Decoración,
1570,865,0,Alfombra,80.74,6,2024-07-03,Decoración,
1571,1058,0,Cafetera,52.48,6,2024-07-03,Electrodomésticos,
1572,1292,0,Microondas,115.46,2,2024-07-03,Electrodomésticos,
1573,1958,0,Cafetera,115.8,12,2024-07-03,Electrodomésticos,
1574,2756,0,Laptop,86.43,12,2024-07-03,Electrónica,
1575,2770,0,Consola de videojuegos,60.92,8,2024-07-03,Electrónica,
1576,165,0,Alfombra,110.83,2,2024-07-04,Decoración,
1577,360,102,Adorno de pared-R2,67.02,9,2024-07-04,Decoración,R2
1578,516,0,Cortinas,38.35,7,2024-07-04,Decoración,
1579,1937,0,Horno eléctrico,37.32,7,2024-07-04,Electrodomésticos,
1580,1941,0,Freidora eléctrica,72.66,2,2024-07-04,Electrodomésticos,
1581,2237,0,Cámara digital,29.68,11,2024-07-04,Electrónica,
1582,335,0,Alfombra,38.03,1,2024-07-05,Decoración,
1583,931,0,Lámpara de mesa,35.86,9,2024-07-05,Decoración,
1584,979,0,Lámpara de mesa,76.68,2,2024-07-05,Decoración,
1585,1072,0,Microondas,93.79,1,2024-07-05,Electrodomésticos,
1586,1147,0,Horno eléctrico,56.79,11,2024-07-05,Electrodomésticos,
1587,1805,0,Lavadora,72.8,2,2024-07-05,Electrodomésticos,
1588,2265,0,Auriculares,82.56,12,2024-07-05,Electrónica,
1589,513,0,Espejo decorativo,112.7,11,2024-07-06,Decoración,
1590,716,0,Cortinas,89.27,4,2024-07-06,Decoración,
1591,838,0,Rincón de plantas,32.18,4,2024-07-06,Decoración,
1592,1770,0,Plancha de vapor,80.83,9,2024-07-06,Electrodomésticos,
1593,1792,0,Microondas,70.37,6,2024-07-06,Electrodomésticos,
1594,2861,0,Parlantes Bluetooth,67.09,6,2024-07-06,Electrónica,
1595,215,0,Alfombra,73.11,3,2024-07-07,Decoración,
1596,354,0,Jarrón decorativo,63.61,3,2024-07-07,Decoración,
1597,569,0,Lámpara de mesa,78.36,12,2024-07-07,Decoración,
1598,827,0,Elementos de cerámica,97.35,5,2024-07-07,Decoración,
1599,965,0,Alfombra,75.3,4,2024-07-07,Decoración,
1600,986,0,Cortinas,111.39,10,2024-07-07,Decoración,
1601,1112,0,Microondas,41.19,5,2024-07-07,Electrodomésticos,
1602,1355,0,Lavadora,114.24,9,2024-07-07,Electrodomésticos,
1603,1903,0,Microondas,101.57,8,2024-07-07,Electrodomésticos,
1604,1936,0,Secadora,117.68,12,2024-07-07,Electrodomésticos,
1605,2666,0,Laptop,44.22,1,2024-07-07,Electrónica,
1606,2910,0,Consola de videojuegos,122.48,7,2024-07-07,Electrónica,
1607,233,0,Espejo decorativo,106.52,5,2024-07-08,Decoración,
1608,796,0,Cortinas,71.33,6,2024-07-08,Decoración,
1609,2889,0,Proyector,32.99,7,2024-07-08,Electrónica,
1610,228,0,Rincón de plantas,56.12,2,2024-07-09,Decoración,
1611,268,0,Rincón de plantas,82.16,10,2024-07-09,Decoración,
1612,526,0,Cortinas,38.63,12,2024-07-09,Decoración,
1613,622,0,Cuadro decorativo,108.93,4,2024-07-09,Decoración,
1614,941,0,Lámpara de mesa,58.97,12,2024-07-09,Decoración,
1615,1180,0,Plancha de vapor,42.61,2,2024-07-09,Electrodomésticos,
1616,1675,0,Lavadora,70.34,6,2024-07-09,Electrodomésticos,
1617,2239,0,Proyector,35.83,5,2024-07-09,Electrónica,
1618,2293,0,Smartphone,115.15,4,2024-07-09,Electrónica,
1619,2466,0,Laptop,97.07,1,2024-07-09,Electrónica,
1620,2604,0,Auriculares,106.41,3,2024-07-09,Electrónica,
1621,2719,0,Proyector,94.86,7,2024-07-09,Electrónica,
1622,154,0,Jarrón decorativo,121.5,11,2024-07-10,Decoración,
1623,790,102,Adorno de pared-R2,89.14,5,2024-07-10,Decoración,R2
1624,2579,0,Proyector,115.5,6,2024-07-10,Electrónica,
1625,96,0,Cortinas,59.9,9,2024-07-11,Decoración,
1626,307,0,Elementos de cerámica,95.51,7,2024-07-11,Decoración,
1627,769,0,Candelabro,113.28,2,2024-07-11,Decoración,
1628,858,0,Rincón de plantas,84.64,11,2024-07-11,Decoración,
1629,1746,0,Secadora,52.03,5,2024-07-11,Electrodomésticos,
1630,1884,0,Aspiradora,94.69,4,2024-07-11,Electrodomésticos,
1631,1899,0,Batidora,83.64,1,2024-07-11,Electrodomésticos,
1632,2053,0,Smartphone,115.95,4,2024-07-11,Electrónica,
1633,2143,0,Smartphone,74.56,1,2024-07-11,Electrónica,
1634,2997,0,SmartWatch,47.71,3,2024-07-11,Electrónica,
1635,61,0,Lámpara de mesa,86.92,11,2024-07-12,Decoración,
1636,291,0,Lámpara de mesa,48.57,4,2024-07-12,Decoración,
1637,463,0,Espejo decorativo,27.65,11,2024-07-12,Decoración,
1638,1306,0,Secadora,69.81,6,2024-07-12,Electrodomésticos,
1639,1427,0,Horno eléctrico,33.55,11,2024-07-12,Electrodomésticos,
1640,1525,0,Lavadora,34.53,10,2024-07-12,Electrodomésticos,
1641,1536,0,Secadora,69.11,6,2024-07-12,Electrodomésticos,
1642,55,0,Alfombra,53.54,12,2024-07-13,Decoración,
1643,241,0,Lámpara de mesa,62.35,3,2024-07-13,Decoración,
1644,691,0,Lámpara de mesa,111.59,2,2024-07-13,Decoración,
1645,1123,0,Microondas,46.62,7,2024-07-13,Electrodomésticos,
1646,1755,0,Lavadora,36.52,9,2024-07-13,Electrodomésticos,
1647,1985,0,Lavadora,93.3,2,2024-07-13,Electrodomésticos,
1648,1997,0,Horno eléctrico,81.81,5,2024-07-13,Electrodomésticos,
1649,2425,0,Auriculares,99.13,7,2024-07-13,Electrónica,
1650,2469,0,Proyector,52.56,8,2024-07-13,Electrónica,
1651,2927,0,Cámara digital,103.18,9,2024-07-13,Electrónica,
1652,964,0,Jarrón decorativo,43.3,7,2024-07-14,Decoración,
1653,1078,0,Cafetera,38.47,1,2024-07-14,Electrodomésticos,
1654,2247,0,Cámara digital,28.06,7,2024-07-14,Electrónica,
1655,2495,0,Auriculares,107.82,4,2024-07-14,Electrónica,
1656,2911,0,Parlantes Bluetooth,63.27,2,2024-07-14,Electrónica,
1657,105,0,Alfombra,43.53,9,2024-07-15,Decoración,
1658,149,0,Candelabro,29.77,9,2024-07-15,Decoración,
1659,173,0,Espejo decorativo,96.39,6,2024-07-15,Decoración,
1660,783,0,Espejo decorativo,80.56,7,2024-07-15,Decoración,
1661,1373,0,Microondas,86.33,2,2024-07-15,Electrodomésticos,
1662,1494,0,Aspiradora,82.5,6,2024-07-15,Electrodomésticos,
1663,1533,0,Microondas,71.18,9,2024-07-15,Electrodomésticos,
1664,1604,0,Aspiradora,99.9,8,2024-07-15,Electrodomésticos,
1665,2625,0,Auriculares,77.33,6,2024-07-15,Electrónica,
1666,2991,0,Televisor,92.33,4,2024-07-15,Electrónica,
1667,63,0,Espejo decorativo,57.27,11,2024-07-16,Decoración,
1668,200,103,Adorno de pared-R3,110.4,5,2024-07-16,Decoración,R3
1669,201,0,Lámpara de mesa,58.19,1,2024-07-16,Decoración,
1670,298,0,Rincón de plantas,29.59,12,2024-07-16,Decoración,
1671,1037,0,Horno eléctrico,120.58,8,2024-07-16,Electrodomésticos,
1672,1795,0,Lavadora,83.14,8,2024-07-16,Electrodomésticos,
1673,1824,0,Aspiradora,44.78,12,2024-07-16,Electrodomésticos,
1674,1926,0,Secadora,42.19,2,2024-07-16,Electrodomésticos,
1675,2280,0,Consola de videojuegos,108.67,3,2024-07-16,Electrónica,
1676,129,0,Candelabro,85.59,5,2024-07-17,Decoración,
1677,1047,0,Horno eléctrico,96.67,3,2024-07-17,Electrodomésticos,
1678,1135,0,Lavadora,55.01,12,2024-07-17,Electrodomésticos,
1679,1653,0,Microondas,124.64,9,2024-07-17,Electrodomésticos,
1680,1862,0,Microondas,51.41,6,2024-07-17,Electrodomésticos,
1681,1910,0,Plancha de vapor,75.65,5,2024-07-17,Electrodomésticos,
1682,1947,0,Horno eléctrico,54.93,7,2024-07-17,Electrodomésticos,
1683,2570,0,Consola de videojuegos,122.81,6,2024-07-17,Electrónica,
1684,2643,0,Smartphone,97.36,1,2024-07-17,Electrónica,
1685,369,0,Candelabro,72.98,11,2024-07-18,Decoración,
1686,1170,0,Plancha de vapor,30.39,11,2024-07-18,Electrodomésticos,
1687,1237,0,Horno eléctrico,35.48,8,2024-07-18,Electrodomésticos,
1688,1614,0,Aspiradora,56.92,7,2024-07-18,Electrodomésticos,
1689,1663,0,Microondas,60.51,10,2024-07-18,Electrodomésticos,
1690,1714,0,Aspiradora,75.51,12,2024-07-18,Electrodomésticos,
1691,2834,0,Auriculares,65.34,4,2024-07-18,Electrónica,
1692,2855,0,Auriculares,57.89,2,2024-07-18,Electrónica,
1693,155,0,Alfombra,79.26,10,2024-07-19,Decoración,
1694,157,0,Elementos de cerámica,48.72,12,2024-07-19,Decoración,
1695,2350,0,Consola de videojuegos,90.18,4,2024-07-19,Electrónica,
1696,2555,0,Auriculares,37.08,1,2024-07-19,Electrónica,
1697,2567,0,Cámara digital,47.38,6,2024-07-19,Electrónica,
1698,2954,0,Auriculares,86.93,7,2024-07-19,Electrónica,
1699,37,0,Elementos de cerámica,38.64,1,2024-07-20,Decoración,
1700,87,0,Elementos de cerámica,38.79,3,2024-07-20,Decoración,
1701,391,0,Lámpara de mesa,56.98,2,2024-07-20,Decoración,
1702,488,0,Rincón de plantas,114.92,1,2024-07-20,Decoración,
1703,1157,0,Horno eléctrico,56.94,4,2024-07-20,Electrodomésticos,
1704,1333,0,Microondas,95.29,8,2024-07-20,Electrodomésticos,
1705,1364,0,Aspiradora,68.72,11,2024-07-20,Electrodomésticos,
1706,1909,0,Batidora,124.45,5,2024-07-20,Electrodomésticos,
1707,2184,0,Auriculares,31.39,2,2024-07-20,Electrónica,
1708,2326,0,Laptop,52.68,11,2024-07-20,Electrónica,
1709,2484,0,Auriculares,76.32,10,2024-07-20,Electrónica,
1710,2866,0,Laptop,47.15,1,2024-07-20,Electrónica,
1711,77,0,Elementos de cerámica,121.49,8,2024-07-21,Decoración,
1712,1195,0,Lavadora,88.93,5,2024-07-21,Electrodomésticos,
1713,1402,0,Microondas,80.75,9,2024-07-21,Electrodomésticos,
1714,1491,0,Freidora eléctrica,48.86,1,2024-07-21,Electrodomésticos,
1715,2314,0,Auriculares,68.94,9,2024-07-21,Electrónica,
1716,2362,0,Televisor,58.05,11,2024-07-21,Electrónica,
1717,2596,0,Laptop,52.44,4,2024-07-21,Electrónica,
1718,121,0,Lámpara de mesa,60.27,9,2024-07-22,Decoración,
1719,258,0,Rincón de plantas,52.21,9,2024-07-22,Decoración,
1720,870,102,Adorno de pared-R2,85.11,4,2024-07-22,Decoración,R2
1721,1249,0,Batidora,79.15,10,2024-07-22,Electrodomésticos,
1722,2799,0,Proyector,97.23,8,2024-07-22,Electrónica,
1723,12,0,Cuadro decorativo,59.33,1,2024-07-23,Decoración,
1724,602,0,Cuadro decorativo,76.58,11,2024-07-23,Decoración,
1725,1444,0,Aspiradora,118.58,2,2024-07-23,Electrodomésticos,
1726,1847,0,Horno eléctrico,113.06,6,2024-07-23,Electrodomésticos,
1727,2221,0,Parlantes Bluetooth,64.92,2,2024-07-23,Electrónica,
1728,2397,0,Cámara digital,56.77,4,2024-07-23,Electrónica,
1729,2524,0,Auriculares,74.77,7,2024-07-23,Electrónica,
1730,554,0,Jarrón decorativo,97.67,7,2024-07-24,Decoración,
1731,1016,0,Secadora,28.8,12,2024-07-24,Electrodomésticos,
1732,1397,0,Horno eléctrico,63.21,2,2024-07-24,Electrodomésticos,
1733,1575,0,Lavadora,47.7,9,2024-07-24,Electrodomésticos,
1734,1745,0,Lavadora,92.94,8,2024-07-24,Electrodomésticos,
1735,1816,0,Secadora,47.25,4,2024-07-24,Electrodomésticos,
1736,2023,0,Smartphone,105.76,12,2024-07-24,Electrónica,
1737,2070,0,Consola de videojuegos,39.85,6,2024-07-24,Electrónica,
1738,2593,0,Smartphone,123.47,7,2024-07-24,Electrónica,
1739,32,0,Cuadro decorativo,26.37,6,2024-07-25,Decoración,
1740,309,0,Candelabro,77.84,8,2024-07-25,Decoración,
1741,321,0,Lámpara de mesa,54.66,7,2024-07-25,Decoración,
1742,473,0,Espejo decorativo,83.21,1,2024-07-25,Decoración,
1743,1220,0,Plancha de vapor,74.88,1,2024-07-25,Electrodomésticos,
1744,1231,0,Freidora eléctrica,98.69,3,2024-07-25,Electrodomésticos,
1745,1279,0,Batidora,42.67,10,2024-07-25,Electrodomésticos,
1746,2709,0,Proyector,108.23,6,2024-07-25,Electrónica,
1747,2891,0,Parlantes Bluetooth,31.28,12,2024-07-25,Electrónica,
1748,3000,0,Parlantes Bluetooth,78.55,11,2024-07-25,Electrónica,
1749,1242,0,Microondas,70.09,9,2024-07-26,Electrodomésticos,
1750,2301,0,Parlantes Bluetooth,61.21,9,2024-07-26,Electrónica,
1751,2390,0,Consola de videojuegos,108.3,4,2024-07-26,Electrónica,
1752,2561,0,Parlantes Bluetooth,28.91,1,2024-07-26,Electrónica,
1753,2712,0,Televisor,57.13,8,2024-07-26,Electrónica,
1754,2857,0,Cámara digital,102.7,10,2024-07-26,Electrónica,
1755,2901,0,Parlantes Bluetooth,93.37,10,2024-07-26,Electrónica,
1756,290,103,Adorno de pared-R3,100.5,12,2024-07-27,Decoración,R3
1757,1827,0,Horno eléctrico,97.56,9,2024-07-27,Electrodomésticos,
1758,1829,0,Batidora,96.16,1,2024-07-27,Electrodomésticos,
1759,2045,0,Auriculares,94.17,5,2024-07-27,Electrónica,
1760,2518,0,SmartWatch,114.56,3,2024-07-27,Electrónica,
1761,2853,0,Smartphone,69.68,1,2024-07-27,Electrónica,
1762,631,0,Lámpara de mesa,111.73,5,2024-07-28,Decoración,
1763,1213,0,Microondas,57.17,5,2024-07-28,Electrodomésticos,
1764,1506,0,Secadora,98.85,11,2024-07-28,Electrodomésticos,
1765,1561,0,Freidora eléctrica,88.22,12,2024-07-28,Electrodomésticos,
1766,1811,0,Freidora eléctrica,50.06,3,2024-07-28,Electrodomésticos,
1767,2159,0,Proyector,38.48,6,2024-07-28,Electrónica,
1768,2491,0,Parlantes Bluetooth,123.5,9,2024-07-28,Electrónica,
1769,2786,0,Laptop,123.95,11,2024-07-28,Electrónica,
1770,571,0,Lámpara de mesa,82.77,9,2024-07-29,Decoración,
1771,845,0,Alfombra,46.7,3,2024-07-29,Decoración,
1772,1375,0,Lavadora,78.13,5,2024-07-29,Electrodomésticos,
1773,1413,0,Microondas,39.87,11,2024-07-29,Electrodomésticos,
1774,1505,0,Lavadora,78.11,12,2024-07-29,Electrodomésticos,
1775,1915,0,Lavadora,106.83,12,2024-07-29,Electrodomésticos,
1776,791,0,Lámpara de mesa,32.02,6,2024-07-30,Decoración,
1777,826,0,Cortinas,61.22,1,2024-07-30,Decoración,
1778,1317,0,Horno eléctrico,62.18,1,2024-07-30,Electrodomésticos,
1779,1723,0,Microondas,103.6,9,2024-07-30,Electrodomésticos,
1780,2054,0,Tablet,96.64,9,2024-07-30,Electrónica,
1781,2318,0,SmartWatch,122.04,9,2024-07-30,Electrónica,
1782,2372,0,Televisor,36.05,7,2024-07-30,Electrónica,
1783,2475,0,Auriculares,78.96,1,2024-07-30,Electrónica,
1784,2628,0,SmartWatch,97.44,7,2024-07-30,Electrónica,
1785,2722,0,Televisor,61.6,11,2024-07-30,Electrónica,
1786,2762,0,Televisor,107.05,11,2024-07-30,Electrónica,
1787,1068,0,Cafetera,26.3,1,2024-07-31,Electrodomésticos,
1788,1458,0,Cafetera,86.92,3,2024-07-31,Electrodomésticos,
1789,1475,0,Lavadora,103.8,10,2024-07-31,Electrodomésticos,
1790,1944,0,Aspiradora,55.59,1,2024-07-31,Electrodomésticos,
1791,2130,0,Consola de videojuegos,41.12,6,2024-07-31,Electrónica,
1792,2225,0,Auriculares,66.16,7,2024-07-31,Electrónica,
1793,2408,0,SmartWatch,101.54,5,2024-07-31,Electrónica,
1794,2488,0,SmartWatch,71.56,5,2024-07-31,Electrónica,
1795,139,0,Candelabro,114.3,2,2024-08-01,Decoración,
1796,423,0,Espejo decorativo,115.45,4,2024-08-01,Decoración,
1797,533,0,Espejo decorativo,94.06,6,2024-08-01,Decoración,
1798,860,101,Adorno de pared-R1,49.28,9,2024-08-01,Decoración,R1
1799,1155,0,Lavadora,109.09,3,2024-08-01,Electrodomésticos,
1800,1331,0,Freidora eléctrica,116.97,2,2024-08-01,Electrodomésticos,
1801,1854,0,Aspiradora,103.99,8,2024-08-01,Electrodomésticos,
1802,2050,0,Consola de videojuegos,88.73,12,2024-08-01,Electrónica,
1803,2439,0,Proyector,59.08,3,2024-08-01,Electrónica,
1804,2452,0,Televisor,83.17,8,2024-08-01,Electrónica,
1805,2592,0,Televisor,106.91,2,2024-08-01,Electrónica,
1806,2641,0,Parlantes Bluetooth,47.01,11,2024-08-01,Electrónica,
1807,535,0,Alfombra,115.82,1,2024-08-02,Decoración,
1808,692,0,Cuadro decorativo,76.69,2,2024-08-02,Decoración,
1809,1002,0,Microondas,62.61,8,2024-08-02,Electrodomésticos,
1810,1208,0,Cafetera,54.34,4,2024-08-02,Electrodomésticos,
1811,1278,0,Cafetera,67.33,8,2024-08-02,Electrodomésticos,
1812,1483,0,Microondas,69.18,7,2024-08-02,Electrodomésticos,
1813,1902,0,Microondas,75.91,3,2024-08-02,Electrodomésticos,
1814,2216,0,Laptop,116.31,11,2024-08-02,Electrónica,
1815,2880,0,Consola de videojuegos,79.76,12,2024-08-02,Electrónica,
1816,2937,0,Cámara digital,96.88,6,2024-08-02,Electrónica,
1817,174,0,Jarrón decorativo,52.5,3,2024-08-03,Decoración,
1818,525,0,Alfombra,29.53,12,2024-08-03,Decoración,
1819,528,0,Rincón de plantas,83.39,6,2024-08-03,Decoración,
1820,1398,0,Cafetera,26.98,10,2024-08-03,Electrodomésticos,
1821,1531,0,Freidora eléctrica,43.88,9,2024-08-03,Electrodomésticos,
1822,1717,0,Horno eléctrico,88.26,8,2024-08-03,Electrodomésticos,
1823,2093,0,Smartphone,70.7,7,2024-08-03,Electrónica,
1824,2514,0,Tablet,79.99,10,2024-08-03,Electrónica,
1825,2563,0,Smartphone,90.19,1,2024-08-03,Electrónica,
1826,2737,0,Cámara digital,60.78,8,2024-08-03,Electrónica,
1827,264,0,Jarrón decorativo,53.14,5,2024-08-04,Decoración,
1828,372,0,Cuadro decorativo,124.83,6,2024-08-04,Decoración,
1829,748,0,Rincón de plantas,115.76,3,2024-08-04,Decoración,
1830,1013,0,Microondas,67.16,1,2024-08-04,Electrodomésticos,
1831,1019,0,Batidora,73.65,10,2024-08-04,Electrodomésticos,
1832,1438,0,Cafetera,111.47,8,2024-08-04,Electrodomésticos,
1833,1661,0,Freidora eléctrica,88.82,2,2024-08-04,Electrodomésticos,
1834,1775,0,Lavadora,114.48,6,2024-08-04,Electrodomésticos,
1835,2114,0,Tablet,64.99,3,2024-08-04,Electrónica,
1836,2336,0,Laptop,42.58,9,2024-08-04,Electrónica,
1837,2578,0,SmartWatch,26.11,7,2024-08-04,Electrónica,
1838,2620,0,Consola de videojuegos,51.74,7,2024-08-04,Electrónica,
1839,2717,0,Cámara digital,70.28,6,2024-08-04,Electrónica,
1840,2800,0,Consola de videojuegos,121.62,2,2024-08-04,Electrónica,
1841,1174,0,Aspiradora,69.14,8,2024-08-05,Electrodomésticos,
1842,1405,0,Lavadora,68.06,10,2024-08-05,Electrodomésticos,
1843,2042,0,Televisor,44.97,4,2024-08-05,Electrónica,
1844,2549,0,Proyector,69.11,11,2024-08-05,Electrónica,
1845,2729,0,Proyector,56.29,11,2024-08-05,Electrónica,
1846,2790,0,Consola de videojuegos,83.7,1,2024-08-05,Electrónica,
1847,1312,0,Microondas,118.1,10,2024-08-06,Electrodomésticos,
1848,1419,0,Batidora,60.56,1,2024-08-06,Electrodomésticos,
1849,1500,0,Plancha de vapor,29.66,12,2024-08-06,Electrodomésticos,
1850,1683,0,Microondas,120.94,2,2024-08-06,Electrodomésticos,
1851,1757,0,Horno eléctrico,34.07,8,2024-08-06,Electrodomésticos,
1852,2299,0,Proyector,78.69,2,2024-08-06,Electrónica,
1853,843,0,Espejo decorativo,32.8,12,2024-08-07,Decoración,
1854,1017,0,Horno eléctrico,114.97,8,2024-08-07,Electrodomésticos,
1855,1284,0,Aspiradora,31.94,7,2024-08-07,Electrodomésticos,
1856,2249,0,Proyector,78.26,9,2024-08-07,Electrónica,
1857,2922,0,Televisor,115.66,12,2024-08-07,Electrónica,
1858,1406,0,Secadora,113.35,8,2024-08-08,Electrodomésticos,
1859,1580,0,Plancha de vapor,103.76,7,2024-08-08,Electrodomésticos,
1860,1725,0,Lavadora,38.16,6,2024-08-08,Electrodomésticos,
1861,1922,0,Microondas,58.19,6,2024-08-08,Electrodomésticos,
1862,2815,0,Auriculares,117.07,12,2024-08-08,Electrónica,
1863,2839,0,Proyector,41.28,12,2024-08-08,Electrónica,
1864,586,0,Cortinas,31.36,7,2024-08-09,Decoración,
1865,739,0,Candelabro,36.73,11,2024-08-09,Decoración,
1866,1202,0,Microondas,119.25,11,2024-08-09,Electrodomésticos,
1867,1654,0,Aspiradora,83.9,1,2024-08-09,Electrodomésticos,
1868,1809,0,Batidora,42.42,4,2024-08-09,Electrodomésticos,
1869,2798,0,SmartWatch,56.58,12,2024-08-09,Electrónica,
1870,2989,0,Televisor,79.99,4,2024-08-09,Electrónica,
1871,295,0,Alfombra,38.83,10,2024-08-10,Decoración,
1872,1259,0,Batidora,71.83,12,2024-08-10,Electrodomésticos,
1873,2076,0,Laptop,111.86,2,2024-08-10,Electrónica,
1874,2078,0,SmartWatch,107.98,8,2024-08-10,Electrónica,
1875,2186,0,Laptop,55.27,5,2024-08-10,Electrónica,
1876,289,0,Candelabro,52.41,1,2024-08-11,Decoración,
1877,1289,0,Batidora,76.71,7,2024-08-11,Electrodomésticos,
1878,1695,0,Lavadora,50.81,2,2024-08-11,Electrodomésticos,
1879,2153,0,Smartphone,31.39,4,2024-08-11,Electrónica,
1880,2622,0,Televisor,109.28,8,2024-08-11,Electrónica,
1881,2665,0,Auriculares,120.36,2,2024-08-11,Electrónica,
1882,126,0,Cortinas,113.78,1,2024-08-12,Decoración,
1883,148,0,Rincón de plantas,105.27,6,2024-08-12,Decoración,
1884,246,0,Cortinas,57.72,7,2024-08-12,Decoración,
1885,700,101,Adorno de pared-R1,41.59,1,2024-08-12,Decoración,R1
1886,938,0,Rincón de plantas,83.79,4,2024-08-12,Decoración,
1887,1678,0,Cafetera,66.74,11,2024-08-12,Electrodomésticos,
1888,1801,0,Freidora eléctrica,60.25,3,2024-08-12,Electrodomésticos,
1889,2139,0,Proyector,119.08,3,2024-08-12,Electrónica,
1890,2257,0,Cámara digital,55.52,2,2024-08-12,Electrónica,
1891,101,0,Lámpara de mesa,40.25,12,2024-08-13,Decoración,
1892,1299,0,Batidora,93.1,3,2024-08-13,Electrodomésticos,
1893,1514,0,Aspiradora,82.69,3,2024-08-13,Electrodomésticos,
1894,1589,0,Batidora,36.18,7,2024-08-13,Electrodomésticos,
1895,2016,0,Laptop,44.12,10,2024-08-13,Electrónica,
1896,2224,0,Tablet,68.29,3,2024-08-13,Electrónica,
1897,2894,0,Tablet,28.58,7,2024-08-13,Electrónica,
1898,207,0,Elementos de cerámica,84.02,3,2024-08-14,Decoración,
1899,1054,0,Aspiradora,86.59,2,2024-08-14,Electrodomésticos,
1900,1256,0,Secadora,29.77,7,2024-08-14,Electrodomésticos,
