,id_venta,id_producto,prod_gener,rango,precio_unit,cantidad,fecha_venta,id_cat,categoria,precio_rango
1529,1668,153,Cafetera,R3,111.39,12,2024-06-28,2,Electrodomésticos,98-126
1530,2730,172,Consola de videojuegos,R2,87.79,2,2024-06-28,3,Electrónica,55-90
1531,2743,372,Smartphone,R2,91.42,9,2024-06-28,3,Electrónica,64-101
1532,2836,272,Laptop,R2,64.0,10,2024-06-28,3,Electrónica,58-89
1533,2919,331,Proyector,R1,46.95,6,2024-06-28,3,Electrónica,26-63
1534,10,101,Adorno de pared,R1,44.65,10,2024-06-29,1,Decoración,25-66
1535,125,113,Alfombra,R3,92.8,2,2024-06-29,1,Decoración,89-125
1536,502,193,Cuadro decorativo,R3,120.85,10,2024-06-29,1,Decoración,86-126
1537,1390,321,Plancha de vapor,R1,45.61,8,2024-06-29,2,Electrodomésticos,26-55
1538,1826,353,Secadora,R3,109.43,9,2024-06-29,2,Electrodomésticos,93-125
1539,2008,361,SmartWatch,R1,34.81,9,2024-06-29,3,Electrónica,25-55
1540,2024,381,Tablet,R1,61.79,6,2024-06-29,3,Electrónica,26-62
1541,2259,331,Proyector,R1,35.94,2,2024-06-29,3,Electrónica,26-63
1542,2747,203,Cámara digital,R3,106.28,7,2024-06-29,3,Electrónica,87-123
1543,2932,392,Televisor,R2,66.39,5,2024-06-29,3,Electrónica,57-85
1544,411,291,Lámpara de mesa,R1,52.72,4,2024-06-30,1,Decoración,25-57
1545,846,183,Cortinas,R3,123.89,8,2024-06-30,1,Decoración,91-126
1546,994,263,Jarrón decorativo,R3,93.88,4,2024-06-30,1,Decoración,92-126
1547,1107,252,Horno eléctrico,R2,62.25,3,2024-06-30,2,Electrodomésticos,58-93
1548,1927,252,Horno eléctrico,R2,70.29,12,2024-06-30,2,Electrodomésticos,58-93
1549,2006,272,Laptop,R2,86.67,3,2024-06-30,3,Electrónica,58-89
1550,2741,313,Parlantes Bluetooth,R3,112.71,6,2024-06-30,3,Electrónica,89-125
1551,2771,313,Parlantes Bluetooth,R3,117.61,2,2024-06-30,3,Electrónica,89-125
1552,363,223,Espejo decorativo,R3,119.02,1,2024-07-01,1,Decoración,93-125
1553,585,112,Alfombra,R2,72.74,3,2024-07-01,1,Decoración,54-89
1554,2394,382,Tablet,R2,74.88,11,2024-07-01,3,Electrónica,62-81
1555,2525,132,Auriculares,R2,78.62,11,2024-07-01,3,Electrónica,58-93
1556,2744,132,Auriculares,R2,70.61,1,2024-07-01,3,Electrónica,58-93
1557,2787,202,Cámara digital,R2,79.77,2,2024-07-01,3,Electrónica,56-87
1558,443,222,Espejo decorativo,R2,65.59,1,2024-07-02,1,Decoración,57-93
1559,735,111,Alfombra,R1,47.63,5,2024-07-02,1,Decoración,28-54
1560,795,113,Alfombra,R3,124.05,10,2024-07-02,1,Decoración,89-125
1561,1011,232,Freidora eléctrica,R2,79.07,7,2024-07-02,2,Electrodomésticos,61-90
1562,1296,352,Secadora,R2,65.21,10,2024-07-02,2,Electrodomésticos,50-93
1563,1799,141,Batidora,R1,29.22,2,2024-07-02,2,Electrodomésticos,27-65
1564,1998,153,Cafetera,R3,101.11,7,2024-07-02,2,Electrodomésticos,98-126
1565,2343,372,Smartphone,R2,68.49,11,2024-07-02,3,Electrónica,64-101
1566,2358,363,SmartWatch,R3,118.54,3,2024-07-02,3,Electrónica,91-126
1567,2906,273,Laptop,R3,99.78,12,2024-07-02,3,Electrónica,89-126
1568,2968,363,SmartWatch,R3,92.79,1,2024-07-02,3,Electrónica,91-126
1569,352,192,Cuadro decorativo,R2,85.72,5,2024-07-03,1,Decoración,61-86
1570,865,112,Alfombra,R2,80.74,6,2024-07-03,1,Decoración,54-89
1571,1058,151,Cafetera,R1,52.48,6,2024-07-03,2,Electrodomésticos,25-61
1572,1292,303,Microondas,R3,115.46,2,2024-07-03,2,Electrodomésticos,94-126
1573,1958,153,Cafetera,R3,115.8,12,2024-07-03,2,Electrodomésticos,98-126
1574,2756,272,Laptop,R2,86.43,12,2024-07-03,3,Electrónica,58-89
1575,2770,172,Consola de videojuegos,R2,60.92,8,2024-07-03,3,Electrónica,55-90
1576,165,113,Alfombra,R3,110.83,2,2024-07-04,1,Decoración,89-125
1577,360,102,Adorno de pared,R2,67.02,9,2024-07-04,1,Decoración,66-91
1578,516,181,Cortinas,R1,38.35,7,2024-07-04,1,Decoración,25-57
1579,1937,251,Horno eléctrico,R1,37.32,7,2024-07-04,2,Electrodomésticos,27-58
1580,1941,232,Freidora eléctrica,R2,72.66,2,2024-07-04,2,Electrodomésticos,61-90
1581,2237,201,Cámara digital,R1,29.68,11,2024-07-04,3,Electrónica,25-56
1582,335,111,Alfombra,R1,38.03,1,2024-07-05,1,Decoración,28-54
1583,931,291,Lámpara de mesa,R1,35.86,9,2024-07-05,1,Decoración,25-57
1584,979,292,Lámpara de mesa,R2,76.68,2,2024-07-05,1,Decoración,57-83
1585,1072,302,Microondas,R2,93.79,1,2024-07-05,2,Electrodomésticos,67-94
1586,1147,251,Horno eléctrico,R1,56.79,11,2024-07-05,2,Electrodomésticos,27-58
1587,1805,282,Lavadora,R2,72.8,2,2024-07-05,2,Electrodomésticos,55-92
1588,2265,132,Auriculares,R2,82.56,12,2024-07-05,3,Electrónica,58-93
1589,513,223,Espejo decorativo,R3,112.7,11,2024-07-06,1,Decoración,93-125
1590,716,182,Cortinas,R2,89.27,4,2024-07-06,1,Decoración,57-91
1591,838,341,Rincón de plantas,R1,32.18,4,2024-07-06,1,Decoración,25-63
1592,1770,322,Plancha de vapor,R2,80.83,9,2024-07-06,2,Electrodomésticos,55-88
1593,1792,302,Microondas,R2,70.37,6,2024-07-06,2,Electrodomésticos,67-94
1594,2861,312,Parlantes Bluetooth,R2,67.09,6,2024-07-06,3,Electrónica,61-89
1595,215,112,Alfombra,R2,73.11,3,2024-07-07,1,Decoración,54-89
1596,354,262,Jarrón decorativo,R2,63.61,3,2024-07-07,1,Decoración,57-92
1597,569,292,Lámpara de mesa,R2,78.36,12,2024-07-07,1,Decoración,57-83
1598,827,213,Elementos de cerámica,R3,97.35,5,2024-07-07,1,Decoración,90-125
1599,965,112,Alfombra,R2,75.3,4,2024-07-07,1,Decoración,54-89
1600,986,183,Cortinas,R3,111.39,10,2024-07-07,1,Decoración,91-126
1601,1112,301,Microondas,R1,41.19,5,2024-07-07,2,Electrodomésticos,26-67
1602,1355,283,Lavadora,R3,114.24,9,2024-07-07,2,Electrodomésticos,92-124
1603,1903,303,Microondas,R3,101.57,8,2024-07-07,2,Electrodomésticos,94-126
1604,1936,353,Secadora,R3,117.68,12,2024-07-07,2,Electrodomésticos,93-125
1605,2666,271,Laptop,R1,44.22,1,2024-07-07,3,Electrónica,27-58
1606,2910,173,Consola de videojuegos,R3,122.48,7,2024-07-07,3,Electrónica,90-126
1607,233,223,Espejo decorativo,R3,106.52,5,2024-07-08,1,Decoración,93-125
1608,796,182,Cortinas,R2,71.33,6,2024-07-08,1,Decoración,57-91
1609,2889,331,Proyector,R1,32.99,7,2024-07-08,3,Electrónica,26-63
1610,228,341,Rincón de plantas,R1,56.12,2,2024-07-09,1,Decoración,25-63
1611,268,342,Rincón de plantas,R2,82.16,10,2024-07-09,1,Decoración,63-86
1612,526,181,Cortinas,R1,38.63,12,2024-07-09,1,Decoración,25-57
1613,622,193,Cuadro decorativo,R3,108.93,4,2024-07-09,1,Decoración,86-126
1614,941,292,Lámpara de mesa,R2,58.97,12,2024-07-09,1,Decoración,57-83
1615,1180,321,Plancha de vapor,R1,42.61,2,2024-07-09,2,Electrodomésticos,26-55
1616,1675,282,Lavadora,R2,70.34,6,2024-07-09,2,Electrodomésticos,55-92
1617,2239,331,Proyector,R1,35.83,5,2024-07-09,3,Electrónica,26-63
1618,2293,373,Smartphone,R3,115.15,4,2024-07-09,3,Electrónica,101-126
1619,2466,273,Laptop,R3,97.07,1,2024-07-09,3,Electrónica,89-126
1620,2604,133,Auriculares,R3,106.41,3,2024-07-09,3,Electrónica,93-125
1621,2719,333,Proyector,R3,94.86,7,2024-07-09,3,Electrónica,86-125
1622,154,263,Jarrón decorativo,R3,121.5,11,2024-07-10,1,Decoración,92-126
1623,790,102,Adorno de pared,R2,89.14,5,2024-07-10,1,Decoración,66-91
1624,2579,333,Proyector,R3,115.5,6,2024-07-10,3,Electrónica,86-125
1625,96,182,Cortinas,R2,59.9,9,2024-07-11,1,Decoración,57-91
1626,307,213,Elementos de cerámica,R3,95.51,7,2024-07-11,1,Decoración,90-125
1627,769,163,Candelabro,R3,113.28,2,2024-07-11,1,Decoración,87-126
1628,858,342,Rincón de plantas,R2,84.64,11,2024-07-11,1,Decoración,63-86
1629,1746,352,Secadora,R2,52.03,5,2024-07-11,2,Electrodomésticos,50-93
1630,1884,123,Aspiradora,R3,94.69,4,2024-07-11,2,Electrodomésticos,93-125
1631,1899,142,Batidora,R2,83.64,1,2024-07-11,2,Electrodomésticos,65-91
1632,2053,373,Smartphone,R3,115.95,4,2024-07-11,3,Electrónica,101-126
1633,2143,372,Smartphone,R2,74.56,1,2024-07-11,3,Electrónica,64-101
1634,2997,361,SmartWatch,R1,47.71,3,2024-07-11,3,Electrónica,25-55
1635,61,293,Lámpara de mesa,R3,86.92,11,2024-07-12,1,Decoración,83-126
1636,291,291,Lámpara de mesa,R1,48.57,4,2024-07-12,1,Decoración,25-57
1637,463,221,Espejo decorativo,R1,27.65,11,2024-07-12,1,Decoración,25-57
1638,1306,352,Secadora,R2,69.81,6,2024-07-12,2,Electrodomésticos,50-93
1639,1427,251,Horno eléctrico,R1,33.55,11,2024-07-12,2,Electrodomésticos,27-58
1640,1525,281,Lavadora,R1,34.53,10,2024-07-12,2,Electrodomésticos,26-55
1641,1536,352,Secadora,R2,69.11,6,2024-07-12,2,Electrodomésticos,50-93
1642,55,111,Alfombra,R1,53.54,12,2024-07-13,1,Decoración,28-54
1643,241,292,Lámpara de mesa,R2,62.35,3,2024-07-13,1,Decoración,57-83
1644,691,293,Lámpara de mesa,R3,111.59,2,2024-07-13,1,Decoración,83-126
1645,1123,301,Microondas,R1,46.62,7,2024-07-13,2,Electrodomésticos,26-67
1646,1755,281,Lavadora,R1,36.52,9,2024-07-13,2,Electrodomésticos,26-55
1647,1985,283,Lavadora,R3,93.3,2,2024-07-13,2,Electrodomésticos,92-124
1648,1997,252,Horno eléctrico,R2,81.81,5,2024-07-13,2,Electrodomésticos,58-93
1649,2425,133,Auriculares,R3,99.13,7,2024-07-13,3,Electrónica,93-125
1650,2469,331,Proyector,R1,52.56,8,2024-07-13,3,Electrónica,26-63
1651,2927,203,Cámara digital,R3,103.18,9,2024-07-13,3,Electrónica,87-123
1652,964,261,Jarrón decorativo,R1,43.3,7,2024-07-14,1,Decoración,26-57
1653,1078,151,Cafetera,R1,38.47,1,2024-07-14,2,Electrodomésticos,25-61
1654,2247,201,Cámara digital,R1,28.06,7,2024-07-14,3,Electrónica,25-56
1655,2495,133,Auriculares,R3,107.82,4,2024-07-14,3,Electrónica,93-125
1656,2911,312,Parlantes Bluetooth,R2,63.27,2,2024-07-14,3,Electrónica,61-89
1657,105,111,Alfombra,R1,43.53,9,2024-07-15,1,Decoración,28-54
1658,149,161,Candelabro,R1,29.77,9,2024-07-15,1,Decoración,29-52
1659,173,223,Espejo decorativo,R3,96.39,6,2024-07-15,1,Decoración,93-125
1660,783,222,Espejo decorativo,R2,80.56,7,2024-07-15,1,Decoración,57-93
1661,1373,302,Microondas,R2,86.33,2,2024-07-15,2,Electrodomésticos,67-94
1662,1494,122,Aspiradora,R2,82.5,6,2024-07-15,2,Electrodomésticos,64-93
1663,1533,302,Microondas,R2,71.18,9,2024-07-15,2,Electrodomésticos,67-94
1664,1604,123,Aspiradora,R3,99.9,8,2024-07-15,2,Electrodomésticos,93-125
1665,2625,132,Auriculares,R2,77.33,6,2024-07-15,3,Electrónica,58-93
1666,2991,393,Televisor,R3,92.33,4,2024-07-15,3,Electrónica,85-124
1667,63,222,Espejo decorativo,R2,57.27,11,2024-07-16,1,Decoración,57-93
1668,200,103,Adorno de pared,R3,110.4,5,2024-07-16,1,Decoración,91-120
1669,201,292,Lámpara de mesa,R2,58.19,1,2024-07-16,1,Decoración,57-83
1670,298,341,Rincón de plantas,R1,29.59,12,2024-07-16,1,Decoración,25-63
1671,1037,253,Horno eléctrico,R3,120.58,8,2024-07-16,2,Electrodomésticos,93-124
1672,1795,282,Lavadora,R2,83.14,8,2024-07-16,2,Electrodomésticos,55-92
1673,1824,121,Aspiradora,R1,44.78,12,2024-07-16,2,Electrodomésticos,26-64
1674,1926,351,Secadora,R1,42.19,2,2024-07-16,2,Electrodomésticos,26-50
1675,2280,173,Consola de videojuegos,R3,108.67,3,2024-07-16,3,Electrónica,90-126
1676,129,162,Candelabro,R2,85.59,5,2024-07-17,1,Decoración,52-87
1677,1047,253,Horno eléctrico,R3,96.67,3,2024-07-17,2,Electrodomésticos,93-124
1678,1135,282,Lavadora,R2,55.01,12,2024-07-17,2,Electrodomésticos,55-92
1679,1653,303,Microondas,R3,124.64,9,2024-07-17,2,Electrodomésticos,94-126
1680,1862,301,Microondas,R1,51.41,6,2024-07-17,2,Electrodomésticos,26-67
1681,1910,322,Plancha de vapor,R2,75.65,5,2024-07-17,2,Electrodomésticos,55-88
1682,1947,251,Horno eléctrico,R1,54.93,7,2024-07-17,2,Electrodomésticos,27-58
1683,2570,173,Consola de videojuegos,R3,122.81,6,2024-07-17,3,Electrónica,90-126
1684,2643,372,Smartphone,R2,97.36,1,2024-07-17,3,Electrónica,64-101
1685,369,162,Candelabro,R2,72.98,11,2024-07-18,1,Decoración,52-87
1686,1170,321,Plancha de vapor,R1,30.39,11,2024-07-18,2,Electrodomésticos,26-55
1687,1237,251,Horno eléctrico,R1,35.48,8,2024-07-18,2,Electrodomésticos,27-58
1688,1614,121,Aspiradora,R1,56.92,7,2024-07-18,2,Electrodomésticos,26-64
1689,1663,301,Microondas,R1,60.51,10,2024-07-18,2,Electrodomésticos,26-67
1690,1714,122,Aspiradora,R2,75.51,12,2024-07-18,2,Electrodomésticos,64-93
1691,2834,132,Auriculares,R2,65.34,4,2024-07-18,3,Electrónica,58-93
1692,2855,131,Auriculares,R1,57.89,2,2024-07-18,3,Electrónica,26-58
1693,155,112,Alfombra,R2,79.26,10,2024-07-19,1,Decoración,54-89
1694,157,211,Elementos de cerámica,R1,48.72,12,2024-07-19,1,Decoración,26-52
1695,2350,173,Consola de videojuegos,R3,90.18,4,2024-07-19,3,Electrónica,90-126
1696,2555,131,Auriculares,R1,37.08,1,2024-07-19,3,Electrónica,26-58
1697,2567,201,Cámara digital,R1,47.38,6,2024-07-19,3,Electrónica,25-56
1698,2954,132,Auriculares,R2,86.93,7,2024-07-19,3,Electrónica,58-93
1699,37,211,Elementos de cerámica,R1,38.64,1,2024-07-20,1,Decoración,26-52
1700,87,211,Elementos de cerámica,R1,38.79,3,2024-07-20,1,Decoración,26-52
1701,391,291,Lámpara de mesa,R1,56.98,2,2024-07-20,1,Decoración,25-57
1702,488,343,Rincón de plantas,R3,114.92,1,2024-07-20,1,Decoración,86-124
1703,1157,251,Horno eléctrico,R1,56.94,4,2024-07-20,2,Electrodomésticos,27-58
1704,1333,303,Microondas,R3,95.29,8,2024-07-20,2,Electrodomésticos,94-126
1705,1364,122,Aspiradora,R2,68.72,11,2024-07-20,2,Electrodomésticos,64-93
1706,1909,143,Batidora,R3,124.45,5,2024-07-20,2,Electrodomésticos,91-126
1707,2184,131,Auriculares,R1,31.39,2,2024-07-20,3,Electrónica,26-58
1708,2326,271,Laptop,R1,52.68,11,2024-07-20,3,Electrónica,27-58
1709,2484,132,Auriculares,R2,76.32,10,2024-07-20,3,Electrónica,58-93
1710,2866,271,Laptop,R1,47.15,1,2024-07-20,3,Electrónica,27-58
1711,77,213,Elementos de cerámica,R3,121.49,8,2024-07-21,1,Decoración,90-125
1712,1195,282,Lavadora,R2,88.93,5,2024-07-21,2,Electrodomésticos,55-92
1713,1402,302,Microondas,R2,80.75,9,2024-07-21,2,Electrodomésticos,67-94
1714,1491,231,Freidora eléctrica,R1,48.86,1,2024-07-21,2,Electrodomésticos,25-61
1715,2314,132,Auriculares,R2,68.94,9,2024-07-21,3,Electrónica,58-93
1716,2362,392,Televisor,R2,58.05,11,2024-07-21,3,Electrónica,57-85
1717,2596,271,Laptop,R1,52.44,4,2024-07-21,3,Electrónica,27-58
1718,121,292,Lámpara de mesa,R2,60.27,9,2024-07-22,1,Decoración,57-83
1719,258,341,Rincón de plantas,R1,52.21,9,2024-07-22,1,Decoración,25-63
1720,870,102,Adorno de pared,R2,85.11,4,2024-07-22,1,Decoración,66-91
1721,1249,142,Batidora,R2,79.15,10,2024-07-22,2,Electrodomésticos,65-91
1722,2799,333,Proyector,R3,97.23,8,2024-07-22,3,Electrónica,86-125
1723,12,191,Cuadro decorativo,R1,59.33,1,2024-07-23,1,Decoración,25-61
1724,602,192,Cuadro decorativo,R2,76.58,11,2024-07-23,1,Decoración,61-86
1725,1444,123,Aspiradora,R3,118.58,2,2024-07-23,2,Electrodomésticos,93-125
1726,1847,253,Horno eléctrico,R3,113.06,6,2024-07-23,2,Electrodomésticos,93-124
1727,2221,312,Parlantes Bluetooth,R2,64.92,2,2024-07-23,3,Electrónica,61-89
1728,2397,202,Cámara digital,R2,56.77,4,2024-07-23,3,Electrónica,56-87
1729,2524,132,Auriculares,R2,74.77,7,2024-07-23,3,Electrónica,58-93
1730,554,263,Jarrón decorativo,R3,97.67,7,2024-07-24,1,Decoración,92-126
1731,1016,351,Secadora,R1,28.8,12,2024-07-24,2,Electrodomésticos,26-50
1732,1397,252,Horno eléctrico,R2,63.21,2,2024-07-24,2,Electrodomésticos,58-93
1733,1575,281,Lavadora,R1,47.7,9,2024-07-24,2,Electrodomésticos,26-55
1734,1745,283,Lavadora,R3,92.94,8,2024-07-24,2,Electrodomésticos,92-124
1735,1816,351,Secadora,R1,47.25,4,2024-07-24,2,Electrodomésticos,26-50
1736,2023,373,Smartphone,R3,105.76,12,2024-07-24,3,Electrónica,101-126
1737,2070,171,Consola de videojuegos,R1,39.85,6,2024-07-24,3,Electrónica,29-55
1738,2593,373,Smartphone,R3,123.47,7,2024-07-24,3,Electrónica,101-126
1739,32,191,Cuadro decorativo,R1,26.37,6,2024-07-25,1,Decoración,25-61
1740,309,162,Candelabro,R2,77.84,8,2024-07-25,1,Decoración,52-87
1741,321,291,Lámpara de mesa,R1,54.66,7,2024-07-25,1,Decoración,25-57
1742,473,222,Espejo decorativo,R2,83.21,1,2024-07-25,1,Decoración,57-93
1743,1220,322,Plancha de vapor,R2,74.88,1,2024-07-25,2,Electrodomésticos,55-88
1744,1231,233,Freidora eléctrica,R3,98.69,3,2024-07-25,2,Electrodomésticos,90-125
1745,1279,141,Batidora,R1,42.67,10,2024-07-25,2,Electrodomésticos,27-65
1746,2709,333,Proyector,R3,108.23,6,2024-07-25,3,Electrónica,86-125
1747,2891,311,Parlantes Bluetooth,R1,31.28,12,2024-07-25,3,Electrónica,25-61
1748,3000,312,Parlantes Bluetooth,R2,78.55,11,2024-07-25,3,Electrónica,61-89
1749,1242,302,Microondas,R2,70.09,9,2024-07-26,2,Electrodomésticos,67-94
1750,2301,312,Parlantes Bluetooth,R2,61.21,9,2024-07-26,3,Electrónica,61-89
1751,2390,173,Consola de videojuegos,R3,108.3,4,2024-07-26,3,Electrónica,90-126
1752,2561,311,Parlantes Bluetooth,R1,28.91,1,2024-07-26,3,Electrónica,25-61
1753,2712,392,Televisor,R2,57.13,8,2024-07-26,3,Electrónica,57-85
1754,2857,203,Cámara digital,R3,102.7,10,2024-07-26,3,Electrónica,87-123
1755,2901,313,Parlantes Bluetooth,R3,93.37,10,2024-07-26,3,Electrónica,89-125
1756,290,103,Adorno de pared,R3,100.5,12,2024-07-27,1,Decoración,91-120
1757,1827,253,Horno eléctrico,R3,97.56,9,2024-07-27,2,Electrodomésticos,93-124
1758,1829,143,Batidora,R3,96.16,1,2024-07-27,2,Electrodomésticos,91-126
1759,2045,133,Auriculares,R3,94.17,5,2024-07-27,3,Electrónica,93-125
1760,2518,363,SmartWatch,R3,114.56,3,2024-07-27,3,Electrónica,91-126
1761,2853,372,Smartphone,R2,69.68,1,2024-07-27,3,Electrónica,64-101
1762,631,293,Lámpara de mesa,R3,111.73,5,2024-07-28,1,Decoración,83-126
1763,1213,301,Microondas,R1,57.17,5,2024-07-28,2,Electrodomésticos,26-67
1764,1506,353,Secadora,R3,98.85,11,2024-07-28,2,Electrodomésticos,93-125
1765,1561,232,Freidora eléctrica,R2,88.22,12,2024-07-28,2,Electrodomésticos,61-90
1766,1811,231,Freidora eléctrica,R1,50.06,3,2024-07-28,2,Electrodomésticos,25-61
1767,2159,331,Proyector,R1,38.48,6,2024-07-28,3,Electrónica,26-63
1768,2491,313,Parlantes Bluetooth,R3,123.5,9,2024-07-28,3,Electrónica,89-125
1769,2786,273,Laptop,R3,123.95,11,2024-07-28,3,Electrónica,89-126
1770,571,292,Lámpara de mesa,R2,82.77,9,2024-07-29,1,Decoración,57-83
1771,845,111,Alfombra,R1,46.7,3,2024-07-29,1,Decoración,28-54
1772,1375,282,Lavadora,R2,78.13,5,2024-07-29,2,Electrodomésticos,55-92
1773,1413,301,Microondas,R1,39.87,11,2024-07-29,2,Electrodomésticos,26-67
1774,1505,282,Lavadora,R2,78.11,12,2024-07-29,2,Electrodomésticos,55-92
1775,1915,283,Lavadora,R3,106.83,12,2024-07-29,2,Electrodomésticos,92-124
1776,791,291,Lámpara de mesa,R1,32.02,6,2024-07-30,1,Decoración,25-57
1777,826,182,Cortinas,R2,61.22,1,2024-07-30,1,Decoración,57-91
1778,1317,252,Horno eléctrico,R2,62.18,1,2024-07-30,2,Electrodomésticos,58-93
1779,1723,303,Microondas,R3,103.6,9,2024-07-30,2,Electrodomésticos,94-126
1780,2054,383,Tablet,R3,96.64,9,2024-07-30,3,Electrónica,81-124
1781,2318,363,SmartWatch,R3,122.04,9,2024-07-30,3,Electrónica,91-126
1782,2372,391,Televisor,R1,36.05,7,2024-07-30,3,Electrónica,26-57
1783,2475,132,Auriculares,R2,78.96,1,2024-07-30,3,Electrónica,58-93
1784,2628,363,SmartWatch,R3,97.44,7,2024-07-30,3,Electrónica,91-126
1785,2722,392,Televisor,R2,61.6,11,2024-07-30,3,Electrónica,57-85
1786,2762,393,Televisor,R3,107.05,11,2024-07-30,3,Electrónica,85-124
1787,1068,151,Cafetera,R1,26.3,1,2024-07-31,2,Electrodomésticos,25-61
1788,1458,152,Cafetera,R2,86.92,3,2024-07-31,2,Electrodomésticos,61-98
1789,1475,283,Lavadora,R3,103.8,10,2024-07-31,2,Electrodomésticos,92-124
1790,1944,121,Aspiradora,R1,55.59,1,2024-07-31,2,Electrodomésticos,26-64
1791,2130,171,Consola de videojuegos,R1,41.12,6,2024-07-31,3,Electrónica,29-55
1792,2225,132,Auriculares,R2,66.16,7,2024-07-31,3,Electrónica,58-93
1793,2408,363,SmartWatch,R3,101.54,5,2024-07-31,3,Electrónica,91-126
1794,2488,362,SmartWatch,R2,71.56,5,2024-07-31,3,Electrónica,55-91
1795,139,163,Candelabro,R3,114.3,2,2024-08-01,1,Decoración,87-126
1796,423,223,Espejo decorativo,R3,115.45,4,2024-08-01,1,Decoración,93-125
1797,533,223,Espejo decorativo,R3,94.06,6,2024-08-01,1,Decoración,93-125
1798,860,101,Adorno de pared,R1,49.28,9,2024-08-01,1,Decoración,25-66
1799,1155,283,Lavadora,R3,109.09,3,2024-08-01,2,Electrodomésticos,92-124
1800,1331,233,Freidora eléctrica,R3,116.97,2,2024-08-01,2,Electrodomésticos,90-125
1801,1854,123,Aspiradora,R3,103.99,8,2024-08-01,2,Electrodomésticos,93-125
1802,2050,172,Consola de videojuegos,R2,88.73,12,2024-08-01,3,Electrónica,55-90
1803,2439,331,Proyector,R1,59.08,3,2024-08-01,3,Electrónica,26-63
1804,2452,392,Televisor,R2,83.17,8,2024-08-01,3,Electrónica,57-85
1805,2592,393,Televisor,R3,106.91,2,2024-08-01,3,Electrónica,85-124
1806,2641,311,Parlantes Bluetooth,R1,47.01,11,2024-08-01,3,Electrónica,25-61
1807,535,113,Alfombra,R3,115.82,1,2024-08-02,1,Decoración,89-125
1808,692,192,Cuadro decorativo,R2,76.69,2,2024-08-02,1,Decoración,61-86
1809,1002,301,Microondas,R1,62.61,8,2024-08-02,2,Electrodomésticos,26-67
1810,1208,151,Cafetera,R1,54.34,4,2024-08-02,2,Electrodomésticos,25-61
1811,1278,152,Cafetera,R2,67.33,8,2024-08-02,2,Electrodomésticos,61-98
1812,1483,302,Microondas,R2,69.18,7,2024-08-02,2,Electrodomésticos,67-94
1813,1902,302,Microondas,R2,75.91,3,2024-08-02,2,Electrodomésticos,67-94
1814,2216,273,Laptop,R3,116.31,11,2024-08-02,3,Electrónica,89-126
1815,2880,172,Consola de videojuegos,R2,79.76,12,2024-08-02,3,Electrónica,55-90
1816,2937,203,Cámara digital,R3,96.88,6,2024-08-02,3,Electrónica,87-123
1817,174,261,Jarrón decorativo,R1,52.5,3,2024-08-03,1,Decoración,26-57
1818,525,111,Alfombra,R1,29.53,12,2024-08-03,1,Decoración,28-54
1819,528,342,Rincón de plantas,R2,83.39,6,2024-08-03,1,Decoración,63-86
1820,1398,151,Cafetera,R1,26.98,10,2024-08-03,2,Electrodomésticos,25-61
1821,1531,231,Freidora eléctrica,R1,43.88,9,2024-08-03,2,Electrodomésticos,25-61
1822,1717,252,Horno eléctrico,R2,88.26,8,2024-08-03,2,Electrodomésticos,58-93
1823,2093,372,Smartphone,R2,70.7,7,2024-08-03,3,Electrónica,64-101
1824,2514,382,Tablet,R2,79.99,10,2024-08-03,3,Electrónica,62-81
1825,2563,372,Smartphone,R2,90.19,1,2024-08-03,3,Electrónica,64-101
1826,2737,202,Cámara digital,R2,60.78,8,2024-08-03,3,Electrónica,56-87
1827,264,261,Jarrón decorativo,R1,53.14,5,2024-08-04,1,Decoración,26-57
1828,372,193,Cuadro decorativo,R3,124.83,6,2024-08-04,1,Decoración,86-126
1829,748,343,Rincón de plantas,R3,115.76,3,2024-08-04,1,Decoración,86-124
1830,1013,302,Microondas,R2,67.16,1,2024-08-04,2,Electrodomésticos,67-94
1831,1019,142,Batidora,R2,73.65,10,2024-08-04,2,Electrodomésticos,65-91
1832,1438,153,Cafetera,R3,111.47,8,2024-08-04,2,Electrodomésticos,98-126
1833,1661,232,Freidora eléctrica,R2,88.82,2,2024-08-04,2,Electrodomésticos,61-90
1834,1775,283,Lavadora,R3,114.48,6,2024-08-04,2,Electrodomésticos,92-124
1835,2114,382,Tablet,R2,64.99,3,2024-08-04,3,Electrónica,62-81
1836,2336,271,Laptop,R1,42.58,9,2024-08-04,3,Electrónica,27-58
1837,2578,361,SmartWatch,R1,26.11,7,2024-08-04,3,Electrónica,25-55
1838,2620,171,Consola de videojuegos,R1,51.74,7,2024-08-04,3,Electrónica,29-55
1839,2717,202,Cámara digital,R2,70.28,6,2024-08-04,3,Electrónica,56-87
1840,2800,173,Consola de videojuegos,R3,121.62,2,2024-08-04,3,Electrónica,90-126
1841,1174,122,Aspiradora,R2,69.14,8,2024-08-05,2,Electrodomésticos,64-93
1842,1405,282,Lavadora,R2,68.06,10,2024-08-05,2,Electrodomésticos,55-92
1843,2042,391,Televisor,R1,44.97,4,2024-08-05,3,Electrónica,26-57
1844,2549,332,Proyector,R2,69.11,11,2024-08-05,3,Electrónica,63-86
1845,2729,331,Proyector,R1,56.29,11,2024-08-05,3,Electrónica,26-63
1846,2790,172,Consola de videojuegos,R2,83.7,1,2024-08-05,3,Electrónica,55-90
1847,1312,303,Microondas,R3,118.1,10,2024-08-06,2,Electrodomésticos,94-126
