,id_venta,id_prod,id_producto,producto,rango,precio_unit,cantidad,fecha_venta,id_cat,categoria,precio_rango,dentro_camp,id_camp,canal,costo_mrkt
2126,814,260,262,Jarrón decorativo,R2,67.08,12,2024-09-11,1,Decoración,57-92,0,0,,
411,694,260,263,Jarrón decorativo,R3,96.35,10,2024-02-18,1,Decoración,92-126,0,0,,
49,84,260,261,Jarrón decorativo,R1,37.05,4,2024-01-08,1,Decoración,26-57,0,0,,
61,714,260,261,Jarrón decorativo,R1,42.46,8,2024-01-09,1,Decoración,26-57,0,0,,
1983,604,260,263,Jarrón decorativo,R3,124.57,11,2024-08-24,1,Decoración,92-126,0,0,,
2132,724,260,262,Jarrón decorativo,R2,76.28,11,2024-09-12,1,Decoración,57-92,0,0,,
909,374,260,263,Jarrón decorativo,R3,94.59,5,2024-04-15,1,Decoración,92-126,0,0,,
1925,744,260,263,Jarrón decorativo,R3,95.38,7,2024-08-18,1,Decoración,92-126,0,0,,
136,684,260,263,Jarrón decorativo,R3,106.89,6,2024-01-17,1,Decoración,92-126,0,0,,
2549,634,260,261,Jarrón decorativo,R1,45.62,4,2024-11-06,1,Decoración,26-57,0,0,,
2547,464,260,261,Jarrón decorativo,R1,49.06,11,2024-11-06,1,Decoración,26-57,0,0,,
1342,524,260,261,Jarrón decorativo,R1,40.32,4,2024-06-02,1,Decoración,26-57,0,0,,
535,954,260,263,Jarrón decorativo,R3,112.06,1,2024-03-04,1,Decoración,92-126,0,0,,
2255,304,260,262,Jarrón decorativo,R2,67.72,4,2024-09-28,1,Decoración,57-92,0,0,,
1339,334,260,262,Jarrón decorativo,R2,84.95,12,2024-06-02,1,Decoración,57-92,0,0,,
2262,614,260,263,Jarrón decorativo,R3,107.04,7,2024-09-29,1,Decoración,92-126,0,0,,
2684,384,260,263,Jarrón decorativo,R3,105.16,6,2024-11-22,1,Decoración,92-126,0,0,,
296,64,260,263,Jarrón decorativo,R3,104.16,10,2024-02-04,1,Decoración,92-126,0,0,,
2348,134,260,263,Jarrón decorativo,R3,103.16,11,2024-10-09,1,Decoración,92-126,0,0,,
773,654,260,261,Jarrón decorativo,R1,53.53,7,2024-03-31,1,Decoración,26-57,0,0,,
688,234,260,263,Jarrón decorativo,R3,112.4,9,2024-03-20,1,Decoración,92-126,0,0,,
774,904,260,261,Jarrón decorativo,R1,40.48,11,2024-03-31,1,Decoración,26-57,0,0,,
1300,224,260,262,Jarrón decorativo,R2,75.72,1,2024-05-28,1,Decoración,57-92,0,0,,
2691,394,260,263,Jarrón decorativo,R3,114.83,10,2024-11-23,1,Decoración,92-126,0,0,,
542,324,260,262,Jarrón decorativo,R2,57.23,5,2024-03-05,1,Decoración,57-92,0,0,,
543,774,260,263,Jarrón decorativo,R3,115.58,12,2024-03-05,1,Decoración,92-126,0,0,,
153,104,260,263,Jarrón decorativo,R3,103.13,8,2024-01-19,1,Decoración,92-126,0,0,,
171,754,260,262,Jarrón decorativo,R2,91.53,12,2024-01-21,1,Decoración,57-92,0,0,,
303,24,260,262,Jarrón decorativo,R2,70.51,12,2024-02-05,1,Decoración,57-92,0,0,,
2603,514,260,262,Jarrón decorativo,R2,59.63,10,2024-11-12,1,Decoración,57-92,0,0,,
2604,544,260,261,Jarrón decorativo,R1,29.63,5,2024-11-12,1,Decoración,26-57,0,0,,
1436,764,260,261,Jarrón decorativo,R1,45.94,10,2024-06-14,1,Decoración,26-57,0,0,,
181,984,260,261,Jarrón decorativo,R1,26.97,5,2024-01-22,1,Decoración,26-57,0,0,,
1429,824,260,262,Jarrón decorativo,R2,91.89,8,2024-06-13,1,Decoración,57-92,0,0,,
2318,924,260,262,Jarrón decorativo,R2,64.39,11,2024-10-05,1,Decoración,57-92,0,0,,
738,594,260,263,Jarrón decorativo,R3,115.95,1,2024-03-26,1,Decoración,92-126,0,0,,
2629,944,260,263,Jarrón decorativo,R3,98.76,1,2024-11-16,1,Decoración,92-126,0,0,,
1488,834,260,262,Jarrón decorativo,R2,78.01,4,2024-06-23,1,Decoración,57-92,0,0,,
1817,174,260,261,Jarrón decorativo,R1,52.5,3,2024-08-03,1,Decoración,26-57,0,0,,
1827,264,260,261,Jarrón decorativo,R1,53.14,5,2024-08-04,1,Decoración,26-57,0,0,,
2330,474,260,261,Jarrón decorativo,R1,38.87,10,2024-10-07,1,Decoración,26-57,0,0,,
192,164,260,262,Jarrón decorativo,R2,66.27,1,2024-01-24,1,Decoración,57-92,0,0,,
522,454,260,262,Jarrón decorativo,R2,80.34,7,2024-03-02,1,Decoración,57-92,0,0,,
2741,184,260,262,Jarrón decorativo,R2,74.37,10,2024-11-29,1,Decoración,57-92,0,0,,
1310,784,260,263,Jarrón decorativo,R3,109.83,6,2024-05-29,1,Decoración,92-126,0,0,,
1242,414,260,261,Jarrón decorativo,R1,33.06,2,2024-05-21,1,Decoración,26-57,0,0,,
2520,4,260,262,Jarrón decorativo,R2,64.12,12,2024-11-01,1,Decoración,57-92,0,0,,
1730,554,260,263,Jarrón decorativo,R3,97.67,7,2024-07-24,1,Decoración,92-126,0,0,,
2521,284,260,261,Jarrón decorativo,R1,43.09,7,2024-11-01,1,Decoración,26-57,0,0,,
2367,584,260,262,Jarrón decorativo,R2,77.31,8,2024-10-11,1,Decoración,57-92,0,0,,
820,424,260,262,Jarrón decorativo,R2,87.94,2,2024-04-05,1,Decoración,57-92,0,0,,
1238,44,260,263,Jarrón decorativo,R3,118.28,11,2024-05-21,1,Decoración,92-126,0,0,,
2771,144,260,263,Jarrón decorativo,R3,100.04,3,2024-12-02,1,Decoración,92-126,0,0,,
1239,54,260,261,Jarrón decorativo,R1,49.21,4,2024-05-21,1,Decoración,26-57,0,0,,
1546,994,260,263,Jarrón decorativo,R3,93.88,4,2024-06-30,1,Decoración,92-126,0,0,,
509,734,260,263,Jarrón decorativo,R3,108.99,6,2024-02-29,1,Decoración,92-126,0,0,,
380,884,260,262,Jarrón decorativo,R2,82.89,10,2024-02-14,1,Decoración,57-92,0,0,,
2216,194,260,261,Jarrón decorativo,R1,31.14,11,2024-09-23,1,Decoración,26-57,0,0,,
678,314,260,263,Jarrón decorativo,R3,109.29,10,2024-03-19,1,Decoración,92-126,0,0,,
2744,974,260,262,Jarrón decorativo,R2,84.28,7,2024-11-29,1,Decoración,57-92,0,0,,
2353,364,260,262,Jarrón decorativo,R2,73.49,12,2024-10-10,1,Decoración,57-92,0,0,,
2182,254,260,262,Jarrón decorativo,R2,80.33,9,2024-09-17,1,Decoración,57-92,0,0,,
586,74,260,261,Jarrón decorativo,R1,51.08,11,2024-03-10,1,Decoración,26-57,0,0,,
1198,244,260,262,Jarrón decorativo,R2,64.62,8,2024-05-17,1,Decoración,57-92,0,0,,
1459,344,260,262,Jarrón decorativo,R2,67.71,1,2024-06-18,1,Decoración,57-92,0,0,,
2079,2936,270,273,Laptop,R3,124.04,3,2024-09-05,3,Electrónica,89-126,0,0,,
317,2566,270,272,Laptop,R2,70.59,9,2024-02-06,3,Electrónica,58-89,0,0,,
2303,2656,270,271,Laptop,R1,31.99,9,2024-10-02,3,Electrónica,27-58,0,0,,
2090,2616,270,272,Laptop,R2,79.05,4,2024-09-06,3,Electrónica,58-89,0,0,,
2069,2796,270,272,Laptop,R2,58.48,6,2024-09-03,3,Electrónica,58-89,0,0,,
1717,2596,270,271,Laptop,R1,52.44,4,2024-07-21,3,Electrónica,27-58,0,0,,
375,2766,270,271,Laptop,R1,31.94,11,2024-02-13,3,Electrónica,27-58,0,0,,
1814,2216,270,273,Laptop,R3,116.31,11,2024-08-02,3,Electrónica,89-126,0,0,,
2202,2606,270,272,Laptop,R2,87.31,2,2024-09-19,3,Electrónica,58-89,0,0,,
267,2916,270,273,Laptop,R3,93.91,2,2024-01-31,3,Electrónica,89-126,0,0,,
2314,2406,270,273,Laptop,R3,121,10,2024-10-04,3,Electrónica,89-126,0,0,,
311,2426,270,271,Laptop,R1,47.57,4,2024-02-05,3,Electrónica,27-58,0,0,,
2189,2236,270,271,Laptop,R1,34.56,1,2024-09-17,3,Electrónica,27-58,0,0,,
2300,2226,270,273,Laptop,R3,99.45,5,2024-10-02,3,Electrónica,89-126,0,0,,
1769,2786,270,273,Laptop,R3,123.95,11,2024-07-28,3,Electrónica,89-126,0,0,,
2302,2576,270,273,Laptop,R3,123.53,10,2024-10-02,3,Electrónica,89-126,0,0,,
1873,2076,270,273,Laptop,R3,111.86,2,2024-08-10,3,Electrónica,89-126,0,0,,
285,2476,270,273,Laptop,R3,109.23,7,2024-02-02,3,Electrónica,89-126,0,0,,
2165,2986,270,272,Laptop,R2,75.78,8,2024-09-14,3,Electrónica,58-89,0,0,,
2229,2446,270,273,Laptop,R3,114.74,2,2024-09-24,3,Electrónica,89-126,0,0,,
1875,2186,270,271,Laptop,R1,55.27,5,2024-08-10,3,Electrónica,27-58,0,0,,
2130,2346,270,273,Laptop,R3,104.85,3,2024-09-11,3,Electrónica,89-126,0,0,,
2350,2376,270,273,Laptop,R3,106.01,5,2024-10-09,3,Electrónica,89-126,0,0,,
1990,2966,270,272,Laptop,R2,69.21,2,2024-08-24,3,Electrónica,58-89,0,0,,
1708,2326,270,271,Laptop,R1,52.68,11,2024-07-20,3,Electrónica,27-58,0,0,,
1967,2156,270,272,Laptop,R2,62.54,7,2024-08-22,3,Electrónica,58-89,0,0,,
603,2436,270,271,Laptop,R1,43.34,8,2024-03-11,3,Electrónica,27-58,0,0,,
2178,2366,270,273,Laptop,R3,91.93,4,2024-09-16,3,Electrónica,89-126,0,0,,
1710,2866,270,271,Laptop,R1,47.15,1,2024-07-20,3,Electrónica,27-58,0,0,,
2254,2686,270,272,Laptop,R2,64.56,11,2024-09-27,3,Electrónica,58-89,0,0,,
451,2056,270,273,Laptop,R3,99,11,2024-02-22,3,Electrónica,89-126,0,0,,
2115,2066,270,273,Laptop,R3,113.84,2,2024-09-09,3,Electrónica,89-126,0,0,,
584,2826,270,271,Laptop,R1,39.13,8,2024-03-09,3,Electrónica,27-58,0,0,,
415,2136,270,272,Laptop,R2,61.22,2,2024-02-18,3,Electrónica,58-89,0,0,,
2012,2806,270,273,Laptop,R3,124.86,5,2024-08-27,3,Electrónica,89-126,0,0,,
1836,2336,270,271,Laptop,R1,42.58,9,2024-08-04,3,Electrónica,27-58,0,0,,
403,2246,270,272,Laptop,R2,76.02,10,2024-02-17,3,Electrónica,58-89,0,0,,
472,2816,270,271,Laptop,R1,29.49,8,2024-02-24,3,Electrónica,27-58,0,0,,
2162,2296,270,272,Laptop,R2,78.1,9,2024-09-14,3,Electrónica,58-89,0,0,,
2099,2716,270,271,Laptop,R1,28.73,3,2024-09-07,3,Electrónica,27-58,0,0,,
1895,2016,270,271,Laptop,R1,44.12,10,2024-08-13,3,Electrónica,27-58,0,0,,
2179,2526,270,272,Laptop,R2,64.72,7,2024-09-16,3,Electrónica,58-89,0,0,,
430,2706,270,271,Laptop,R1,51.15,2,2024-02-20,3,Electrónica,27-58,0,0,,
2722,2086,270,271,Laptop,R1,41.18,7,2024-11-26,3,Electrónica,27-58,0,0,,
2514,2166,270,273,Laptop,R3,115.57,5,2024-10-31,3,Electrónica,89-126,0,0,,
2508,2536,270,273,Laptop,R3,120.96,1,2024-10-30,3,Electrónica,89-126,0,0,,
761,2856,270,273,Laptop,R3,122.13,11,2024-03-29,3,Electrónica,89-126,0,0,,
719,2456,270,272,Laptop,R2,68.84,11,2024-03-23,3,Electrónica,58-89,0,0,,
850,2486,270,273,Laptop,R3,124.95,11,2024-04-08,3,Electrónica,89-126,0,0,,
148,2416,270,272,Laptop,R2,81.74,10,2024-01-18,3,Electrónica,58-89,0,0,,
676,2496,270,271,Laptop,R1,40.16,3,2024-03-18,3,Electrónica,27-58,0,0,,
845,2356,270,271,Laptop,R1,30.16,6,2024-04-07,3,Electrónica,27-58,0,0,,
1352,2126,270,273,Laptop,R3,107.26,4,2024-06-02,3,Electrónica,89-126,0,0,,
1351,2046,270,271,Laptop,R1,34.09,6,2024-06-02,3,Electrónica,27-58,0,0,,
844,2096,270,272,Laptop,R2,83.25,6,2024-04-07,3,Electrónica,58-89,0,0,,
1170,2776,270,272,Laptop,R2,85.59,1,2024-05-13,3,Electrónica,58-89,0,0,,
767,2286,270,272,Laptop,R2,71.74,8,2024-03-30,3,Electrónica,58-89,0,0,,
1330,2995,270,273,Laptop,R3,119.04,6,2024-05-31,3,Electrónica,89-126,0,0,,
1574,2756,270,272,Laptop,R2,86.43,12,2024-07-03,3,Electrónica,58-89,0,0,,
851,2506,270,271,Laptop,R1,34.74,1,2024-04-08,3,Electrónica,27-58,0,0,,
1549,2006,270,272,Laptop,R2,86.67,3,2024-06-30,3,Electrónica,58-89,0,0,,
1015,2646,270,273,Laptop,R3,111.98,8,2024-04-26,3,Electrónica,89-126,0,0,,
1453,2896,270,272,Laptop,R2,79.86,4,2024-06-16,3,Electrónica,58-89,0,0,,
1447,2026,270,272,Laptop,R2,59.48,6,2024-06-15,3,Electrónica,58-89,0,0,,
1475,2516,270,273,Laptop,R3,91.36,7,2024-06-20,3,Electrónica,89-126,0,0,,
1064,2926,270,271,Laptop,R1,50.36,6,2024-05-01,3,Electrónica,27-58,0,0,,
2878,2626,270,271,Laptop,R1,57.33,8,2024-12-15,3,Electrónica,27-58,0,0,,
706,2946,270,271,Laptop,R1,27.65,11,2024-03-21,3,Electrónica,27-58,0,0,,
1426,2746,270,272,Laptop,R2,58.49,7,2024-06-12,3,Electrónica,58-89,0,0,,
1425,2256,270,271,Laptop,R1,37.57,4,2024-06-12,3,Electrónica,27-58,0,0,,
2616,2316,270,272,Laptop,R2,78.67,3,2024-11-14,3,Electrónica,58-89,0,0,,
916,2266,270,273,Laptop,R3,104.48,5,2024-04-15,3,Electrónica,89-126,0,0,,
736,2306,270,272,Laptop,R2,80.84,9,2024-03-25,3,Electrónica,58-89,0,0,,
917,2396,270,272,Laptop,R2,77.38,1,2024-04-15,3,Electrónica,58-89,0,0,,
1532,2836,270,272,Laptop,R2,64,10,2024-06-28,3,Electrónica,58-89,0,0,,
2849,2106,270,273,Laptop,R3,108.85,1,2024-12-12,3,Electrónica,89-126,0,0,,
2524,2736,270,273,Laptop,R3,113.88,1,2024-11-01,3,Electrónica,89-126,0,0,,
1181,2956,270,272,Laptop,R2,83.54,5,2024-05-14,3,Electrónica,58-89,0,0,,
1188,2726,270,272,Laptop,R2,70.78,12,2024-05-15,3,Electrónica,58-89,0,0,,
1567,2906,270,273,Laptop,R3,99.78,12,2024-07-02,3,Electrónica,89-126,0,0,,
1605,2666,270,271,Laptop,R1,44.22,1,2024-07-07,3,Electrónica,27-58,0,0,,
116,2196,270,271,Laptop,R1,31.69,1,2024-01-15,3,Electrónica,27-58,0,0,,
2749,2976,270,272,Laptop,R2,80.65,9,2024-11-29,3,Electrónica,58-89,0,0,,
1249,2676,270,271,Laptop,R1,32.36,9,2024-05-21,3,Electrónica,27-58,0,0,,
957,2176,270,271,Laptop,R1,36.36,7,2024-04-20,3,Electrónica,27-58,0,0,,
2780,2036,270,273,Laptop,R3,112.29,4,2024-12-02,3,Electrónica,89-126,0,0,,
2788,2846,270,273,Laptop,R3,91.66,10,2024-12-03,3,Electrónica,89-126,0,0,,
2420,2886,270,271,Laptop,R1,49.03,12,2024-10-19,3,Electrónica,27-58,0,0,,
235,2636,270,271,Laptop,R1,33.07,10,2024-01-28,3,Electrónica,27-58,0,0,,
2739,2586,270,273,Laptop,R3,94.55,2,2024-11-28,3,Electrónica,89-126,0,0,,
1278,2116,270,271,Laptop,R1,50.25,8,2024-05-25,3,Electrónica,27-58,0,0,,
1279,2146,270,272,Laptop,R2,87.7,5,2024-05-25,3,Electrónica,58-89,0,0,,
1619,2466,270,273,Laptop,R3,97.07,1,2024-07-09,3,Electrónica,89-126,0,0,,
2758,2556,270,272,Laptop,R2,86.62,10,2024-11-30,3,Electrónica,58-89,0,0,,
2994,2276,270,272,Laptop,R2,85.27,9,2024-12-30,3,Electrónica,58-89,0,0,,
2995,2696,270,273,Laptop,R3,107.81,4,2024-12-30,3,Electrónica,89-126,0,0,,
229,2546,270,271,Laptop,R1,30.31,2,2024-01-27,3,Electrónica,27-58,0,0,,
2802,2206,270,273,Laptop,R3,105.49,7,2024-12-05,3,Electrónica,89-126,0,0,,
1299,2876,270,271,Laptop,R1,37.65,3,2024-05-27,3,Electrónica,27-58,0,0,,
2769,2386,270,272,Laptop,R2,69.56,7,2024-12-01,3,Electrónica,58-89,0,0,,
742,1705,280,282,Lavadora,R2,81.34,4,2024-03-26,2,Electrodomésticos,55-92,0,0,,
864,1315,280,281,Lavadora,R1,49.69,12,2024-04-10,2,Electrodomésticos,26-55,0,0,,
308,1855,280,283,Lavadora,R3,123.28,8,2024-02-05,2,Electrodomésticos,92-124,0,0,,
157,1125,280,283,Lavadora,R3,97.73,12,2024-01-19,2,Electrodomésticos,92-124,0,0,,
2630,1015,280,282,Lavadora,R2,91.96,12,2024-11-16,2,Electrodomésticos,55-92,0,0,,
866,1435,280,281,Lavadora,R1,37.2,10,2024-04-10,2,Electrodomésticos,26-55,0,0,,
2859,1465,280,282,Lavadora,R2,61.87,8,2024-12-14,2,Electrodomésticos,55-92,0,0,,
1227,1905,280,281,Lavadora,R1,49.5,5,2024-05-19,2,Electrodomésticos,26-55,0,0,,
108,1685,280,282,Lavadora,R2,84.8,3,2024-01-14,2,Electrodomésticos,55-92,0,0,,
1102,1845,280,283,Lavadora,R3,119.69,5,2024-05-05,2,Electrodomésticos,92-124,0,0,,
2776,1235,280,283,Lavadora,R3,102.43,7,2024-12-02,2,Electrodomésticos,92-124,0,0,,
105,1065,280,281,Lavadora,R1,43.98,6,2024-01-14,2,Electrodomésticos,26-55,0,0,,
1799,1155,280,283,Lavadora,R3,109.09,3,2024-08-01,2,Electrodomésticos,92-124,0,0,,
1445,1535,280,283,Lavadora,R3,113.28,10,2024-06-15,2,Electrodomésticos,92-124,0,0,,
2871,1325,280,282,Lavadora,R2,78.84,6,2024-12-15,2,Electrodomésticos,55-92,0,0,,
2640,1165,280,282,Lavadora,R2,73.58,9,2024-11-17,2,Electrodomésticos,55-92,0,0,,
2298,1345,280,281,Lavadora,R1,51.32,4,2024-10-02,2,Electrodomésticos,26-55,0,0,,
1789,1475,280,283,Lavadora,R3,103.8,10,2024-07-31,2,Electrodomésticos,92-124,0,0,,
2208,1945,280,282,Lavadora,R2,62.12,10,2024-09-21,2,Electrodomésticos,55-92,0,0,,
1976,1635,280,283,Lavadora,R3,99.24,7,2024-08-23,2,Electrodomésticos,92-124,0,0,,
2198,1585,280,282,Lavadora,R2,64.23,8,2024-09-19,2,Electrodomésticos,55-92,0,0,,
2840,1975,280,283,Lavadora,R3,116.55,6,2024-12-11,2,Electrodomésticos,92-124,0,0,,
1128,1175,280,282,Lavadora,R2,82.41,2,2024-05-08,2,Electrodomésticos,55-92,0,0,,
1312,1275,280,282,Lavadora,R2,82.49,11,2024-05-29,2,Electrodomésticos,55-92,0,0,,
1178,1955,280,281,Lavadora,R1,27.86,6,2024-05-14,2,Electrodomésticos,26-55,0,0,,
1672,1795,280,282,Lavadora,R2,83.14,8,2024-07-16,2,Electrodomésticos,55-92,0,0,,
2807,1555,280,281,Lavadora,R1,36.34,3,2024-12-06,2,Electrodomésticos,26-55,0,0,,
84,1885,280,283,Lavadora,R3,120.75,10,2024-01-11,2,Electrodomésticos,92-124,0,0,,
1284,1025,280,283,Lavadora,R3,119.78,9,2024-05-26,2,Electrodomésticos,92-124,0,0,,
1159,1765,280,283,Lavadora,R3,95.85,8,2024-05-12,2,Electrodomésticos,92-124,0,0,,
1842,1405,280,282,Lavadora,R2,68.06,10,2024-08-05,2,Electrodomésticos,55-92,0,0,,
2735,1055,280,281,Lavadora,R1,34.77,11,2024-11-28,2,Electrodomésticos,26-55,0,0,,
489,1095,280,282,Lavadora,R2,67.17,9,2024-02-27,2,Electrodomésticos,55-92,0,0,,
1878,1695,280,281,Lavadora,R1,50.81,2,2024-08-11,2,Electrodomésticos,26-55,0,0,,
1917,1105,280,283,Lavadora,R3,116.72,4,2024-08-16,2,Electrodomésticos,92-124,0,0,,
491,1835,280,281,Lavadora,R1,46.18,10,2024-02-27,2,Electrodomésticos,26-55,0,0,,
1834,1775,280,283,Lavadora,R3,114.48,6,2024-08-04,2,Electrodomésticos,92-124,0,0,,
853,1225,280,282,Lavadora,R2,87.65,2,2024-04-09,2,Electrodomésticos,55-92,0,0,,
2653,1605,280,282,Lavadora,R2,57.74,1,2024-11-18,2,Electrodomésticos,55-92,0,0,,
755,1565,280,281,Lavadora,R1,37.25,11,2024-03-28,2,Electrodomésticos,26-55,0,0,,
2786,1865,280,282,Lavadora,R2,83.62,5,2024-12-03,2,Electrodomésticos,55-92,0,0,,
2652,1365,280,282,Lavadora,R2,74.74,1,2024-11-18,2,Electrodomésticos,55-92,0,0,,
1955,1665,280,283,Lavadora,R3,102.79,9,2024-08-21,2,Electrodomésticos,92-124,0,0,,
544,1085,280,283,Lavadora,R3,108.53,10,2024-03-05,2,Electrodomésticos,92-124,0,0,,
750,1785,280,281,Lavadora,R1,44.12,10,2024-03-27,2,Electrodomésticos,26-55,0,0,,
393,1265,280,283,Lavadora,R3,120.53,5,2024-02-16,2,Electrodomésticos,92-124,0,0,,
1860,1725,280,281,Lavadora,R1,38.16,6,2024-08-08,2,Electrodomésticos,26-55,0,0,,
1391,1075,280,281,Lavadora,R1,31.9,5,2024-06-08,2,Electrodomésticos,26-55,0,0,,
1394,1735,280,283,Lavadora,R3,111.42,7,2024-06-08,2,Electrodomésticos,92-124,0,0,,
2307,1815,280,282,Lavadora,R2,65.29,5,2024-10-03,2,Electrodomésticos,55-92,0,0,,
174,1145,280,282,Lavadora,R2,67.2,11,2024-01-21,2,Electrodomésticos,55-92,0,0,,
21,1445,280,281,Lavadora,R1,28.41,10,2024-01-04,2,Electrodomésticos,26-55,0,0,,
2531,1415,280,281,Lavadora,R1,29.44,10,2024-11-02,2,Electrodomésticos,26-55,0,0,,
923,1655,280,281,Lavadora,R1,37.39,1,2024-04-16,2,Electrodomésticos,26-55,0,0,,
205,1485,280,282,Lavadora,R2,66.16,4,2024-01-25,2,Electrodomésticos,55-92,0,0,,
1734,1745,280,283,Lavadora,R3,92.94,8,2024-07-24,2,Electrodomésticos,92-124,0,0,,
1733,1575,280,281,Lavadora,R1,47.7,9,2024-07-24,2,Electrodomésticos,26-55,0,0,,
664,1545,280,281,Lavadora,R1,33.31,10,2024-03-17,2,Electrodomésticos,26-55,0,0,,
2503,1395,280,281,Lavadora,R1,39.64,12,2024-10-30,2,Electrodomésticos,26-55,0,0,,
2033,1035,280,282,Lavadora,R2,75.44,2,2024-08-30,2,Electrodomésticos,55-92,0,0,,
1587,1805,280,282,Lavadora,R2,72.8,2,2024-07-05,2,Electrodomésticos,55-92,0,0,,
652,1995,280,281,Lavadora,R1,31.36,7,2024-03-16,2,Electrodomésticos,26-55,0,0,,
1712,1195,280,282,Lavadora,R2,88.93,5,2024-07-21,2,Electrodomésticos,55-92,0,0,,
2087,1895,280,281,Lavadora,R1,30.3,9,2024-09-06,2,Electrodomésticos,26-55,0,0,,
2085,1255,280,281,Lavadora,R1,27.12,7,2024-09-06,2,Electrodomésticos,26-55,0,0,,
1602,1355,280,283,Lavadora,R3,114.24,9,2024-07-07,2,Electrodomésticos,92-124,0,0,,
2477,1005,280,281,Lavadora,R1,44.34,3,2024-10-27,2,Electrodomésticos,26-55,0,0,,
1616,1675,280,282,Lavadora,R2,70.34,6,2024-07-09,2,Electrodomésticos,55-92,0,0,,
2075,1285,280,283,Lavadora,R3,103.55,5,2024-09-05,2,Electrodomésticos,92-124,0,0,,
2417,1615,280,283,Lavadora,R3,114.4,1,2024-10-19,2,Electrodomésticos,92-124,0,0,,
260,1185,280,283,Lavadora,R3,92.36,1,2024-01-31,2,Electrodomésticos,92-124,0,0,,
1678,1135,280,282,Lavadora,R2,55.01,12,2024-07-17,2,Electrodomésticos,55-92,0,0,,
954,1425,280,283,Lavadora,R3,118.77,8,2024-04-20,2,Electrodomésticos,92-124,0,0,,
249,1965,280,281,Lavadora,R1,43.52,7,2024-01-30,2,Electrodomésticos,26-55,0,0,,
2429,1215,280,282,Lavadora,R2,91.79,10,2024-10-21,2,Electrodomésticos,55-92,0,0,,
30,1495,280,281,Lavadora,R1,38.99,6,2024-01-06,2,Electrodomésticos,26-55,0,0,,
617,1295,280,281,Lavadora,R1,53.77,7,2024-03-13,2,Electrodomésticos,26-55,0,0,,
1646,1755,280,281,Lavadora,R1,36.52,9,2024-07-13,2,Electrodomésticos,26-55,0,0,,
2430,1385,280,283,Lavadora,R3,111.51,3,2024-10-21,2,Electrodomésticos,92-124,0,0,,
239,1645,280,282,Lavadora,R2,76.5,3,2024-01-29,2,Electrodomésticos,55-92,0,0,,
1640,1525,280,281,Lavadora,R1,34.53,10,2024-07-12,2,Electrodomésticos,26-55,0,0,,
2450,1925,280,282,Lavadora,R2,91.29,4,2024-10-24,2,Electrodomésticos,55-92,0,0,,
609,1305,280,283,Lavadora,R3,114.72,9,2024-03-12,2,Electrodomésticos,92-124,0,0,,
1647,1985,280,283,Lavadora,R3,93.3,2,2024-07-13,2,Electrodomésticos,92-124,0,0,,
413,1115,280,283,Lavadora,R3,96.75,3,2024-02-18,2,Electrodomésticos,92-124,0,0,,
1901,1625,280,283,Lavadora,R3,121.45,3,2024-08-14,2,Electrodomésticos,92-124,0,0,,
299,1455,280,281,Lavadora,R1,38.61,10,2024-02-04,2,Electrodomésticos,26-55,0,0,,
2560,1875,280,282,Lavadora,R2,58.04,6,2024-11-07,2,Electrodomésticos,55-92,0,0,,
1042,1715,280,283,Lavadora,R3,119.22,11,2024-04-29,2,Electrodomésticos,92-124,0,0,,
1052,1205,280,281,Lavadora,R1,42.38,6,2024-04-30,2,Electrodomésticos,26-55,0,0,,
1505,1825,280,283,Lavadora,R3,93.71,1,2024-06-25,2,Electrodomésticos,92-124,0,0,,
1060,1245,280,282,Lavadora,R2,81.58,12,2024-05-01,2,Electrodomésticos,55-92,0,0,,
1772,1375,280,282,Lavadora,R2,78.13,5,2024-07-29,2,Electrodomésticos,55-92,0,0,,
1774,1505,280,282,Lavadora,R2,78.11,12,2024-07-29,2,Electrodomésticos,55-92,0,0,,
195,1515,280,283,Lavadora,R3,108.37,1,2024-01-24,2,Electrodomésticos,92-124,0,0,,
2324,1595,280,282,Lavadora,R2,80.48,4,2024-10-06,2,Electrodomésticos,55-92,0,0,,
1775,1915,280,283,Lavadora,R3,106.83,12,2024-07-29,2,Electrodomésticos,92-124,0,0,,
1994,1935,280,283,Lavadora,R3,109.94,2,2024-08-25,2,Electrodomésticos,92-124,0,0,,
1514,1335,280,281,Lavadora,R1,36.86,6,2024-06-26,2,Electrodomésticos,26-55,0,0,,
1068,1045,280,281,Lavadora,R1,51.22,4,2024-05-02,2,Electrodomésticos,26-55,0,0,,
1096,311,290,291,Lámpara de mesa,R1,33.89,2,2024-05-05,1,Decoración,25-57,0,0,,
2982,639,290,291,Lámpara de mesa,R1,51.77,7,2024-12-29,1,Decoración,25-57,0,0,,
94,501,290,291,Lámpara de mesa,R1,35.2,6,2024-01-13,1,Decoración,25-57,0,0,,
887,659,290,291,Lámpara de mesa,R1,50.98,3,2024-04-13,1,Decoración,25-57,0,0,,
2979,231,290,291,Lámpara de mesa,R1,36.84,9,2024-12-29,1,Decoración,25-57,0,0,,
971,281,290,291,Lámpara de mesa,R1,42.17,8,2024-04-22,1,Decoración,25-57,0,0,,
975,741,290,293,Lámpara de mesa,R3,98,12,2024-04-22,1,Decoración,83-126,0,0,,
910,601,290,293,Lámpara de mesa,R3,99.85,3,2024-04-15,1,Decoración,83-126,0,0,,
